Tamil Nadu,Ariyalur,Andimadam,Ilaiyur E,Elaiyur,11.2333000,79.3150000,Dug Well,3.00
Tamil Nadu,Dindigul,Vedasandur,Nathapatty,Vedasandur New 10.5475000,,77.9711000,Dug Well,4.42
Tamil Nadu,Dindigul,Vedasandur,Padiyur,Sundarapuri 10.4597000,,78.0272000,Dug Well,6.55
Tamil Nadu,Dindigul,Vedasandur,Palapatty,P.Alagapuri 10.5983000,,77.9756000,Dug Well,4.08
Tamil Nadu,Erode,Ammapet,Ammapettai,Ammapet1 11.6250000,,77.7167000,Bore Well,5.90
Tamil Nadu,Erode,Ammapet,Ammapettai,Ammapet2 11.6194000,,77.7444000,Dug Well,3.65
Tamil Nadu,Erode,Ammapet,Chennampatti,Chennampatti Pz 11.7011000,,77.6719000,Bore Well,5.78
Tamil Nadu,Erode,Ammapet,Ilipulli,Gandhinagar 11.6589000,,77.6847000,Dug Well,6.30
"",,,,Thaneerpanthalpalay,,,,
"",,,,am,,,,
Tamil Nadu,Erode,Ammapet,Ilipulli,Guruvareddiyur 11.6417000,,77.6833000,Bore Well,5.77
Tamil Nadu,Erode,Ammapet,Ilipulli,Guvuar Dw 11.6414000,,77.6822000,Dug Well,4.10
Tamil Nadu,Erode,Ammapet,Kesarimangalam,Krishnapuram 11.5367000,,77.7097000,Dug Well,4.00
STATE/UT,DISTRICT,TEHSIL/BLOCK,VILLAGE NAME,SITE NAME,LATITUDE,LONGITUDE,WELL SITE TYPE,WATER
"",,NAME,,,,,,LEVEL
"",,,,,,,,(mbgl)
Tamil Nadu,Erode,Ammapet,Kurichi(Kurichi -B),Kurichi,11.5733000,77.6939000,Dug Well,3.07
Tamil Nadu,Erode,Ammapet,Kurichi(Kurichi -B),Kurichi Pz,11.5731000,77.6950000,Bore Well,2.45
Tamil Nadu,Erode,Ammapet,Mathur,Alampalayam Pz,11.6272000,77.6061000,Bore Well,3.46
Tamil Nadu,Erode,Ammapet,Mugasipudur,Punnachipudur Dw,11.5919000,77.6661000,Dug Well,6.48
Tamil Nadu,Erode,Ammapet,Vellitiruppur,Vellitirupur,11.6208000,77.6333000,Dug Well,1.76
Tamil Nadu,Erode,Anthiiyur,Athani,Attani,11.5242000,77.5167000,Dug Well,11.10
Tamil Nadu,Erode,Anthiiyur,Bargur,Bhavani1,11.8083000,77.5333000,Dug Well,7.90
Tamil Nadu,Erode,Anthiiyur,Brammadesam,Kattupalayam Pz,11.5453000,77.5953000,Bore Well,3.05
Tamil Nadu,Erode,Anthiiyur,Kettisamudram,Pudupalayam1,11.5944000,77.5875000,Dug Well,2.75
Tamil Nadu,Erode,Bhavani,Bhavani,Urachikottai,11.4847000,77.6917000,Bore Well,2.15
Tamil Nadu,Erode,Bhavani,Kavindapadi(Kavindapa,Kavundapadi1,11.4222000,77.5583000,Dug Well,3.70
"",,,di -B),,,,,
Tamil Nadu,Erode,Bhavani,Kavindapadi(Kavindapa,Kavundappadi,11.4333000,77.5583000,Bore Well,4.51
"",,,di -B),,,,,
Tamil Nadu,Erode,Bhavani,Oricheri,Ooricheri,11.4650000,77.6058000,Dug Well,4.78
Tamil Nadu,Erode,Bhavani,Punnam,Punnam Pz,11.5072000,77.6139000,Bore Well,2.54
Tamil Nadu,Erode,Bhavani,Punnam,Settunampalayam Pz,11.5200000,77.6033000,Bore Well,8.70
Tamil Nadu,Erode,Bhavani,Varadhanallur,Varadanallur,11.4933000,77.6986000,Dug Well,2.15
Tamil Nadu,Erode,Bhavanisagar,Punjai Puliampatti,Pungaipuliampatti,11.3500000,77.1667000,Bore Well,7.70
Tamil Nadu,Erode,Bhavanisagar,Punjai Puliampatti,Punjai Puliyampatti,11.3528000,77.1694000,Dug Well,5.70
Tamil Nadu,Erode,Bhavanisagar,Thoppampalayam,Kottamangalam,11.4583000,77.1333000,Bore Well,6.14
Tamil Nadu,Erode,Chennimalai,Chennimalai -B,Chennimalai2,11.1625000,77.5972000,Dug Well,6.05
Tamil Nadu,Erode,Chennimalai,Ingur(Ingur - B),Ingur New,11.2258000,77.5814000,Dug Well,2.68
Tamil Nadu,Erode,Chennimalai,Thenmugam Vellode,Vellodu New,11.2361000,77.6586000,Dug Well,2.95
Tamil Nadu,Erode,Erode,Elavamalai,Periyapuliyur Pz,11.4283000,77.6492000,Bore Well,1.20
Tamil Nadu,Erode,Erode,Erode (B),Erode2,11.3333000,77.7333000,Dug Well,6.15
Tamil Nadu,Erode,Erode,Periyapuliyur,Vadakkuthaieripalaya,11.4022000,77.6375000,Dug Well,5.25
STATE/UT,DISTRICT,TEHSIL/BLOCK,VILLAGE NAME,SITE NAME,LATITUDE,LONGITUDE,WELL SITE TYPE,WATER
"",,NAME,,,,,,LEVEL
"",,,,,,,,(mbgl)
Tamil Nadu,Erode,Erode,Suriyampalayam(Suriya,Chittodu,11.3917000,77.6778000,Dug Well,3.40
"",,,mpalayam (B)),,,,,
Tamil Nadu,Erode,Gobichettipalayam,Veerapandi,Gobichettipalayam,11.4500000,77.4500000,Bore Well,7.00
Tamil Nadu,Erode,Kodumudi,A.Unjalur,Unjalur,11.1250000,77.8750000,Dug Well,2.05
Tamil Nadu,Erode,Kodumudi,Kodumudi(Kodumudi,Kodumudi Pz,11.0819000,77.8853000,Bore Well,4.17
"",,,(B),,,,,
Tamil Nadu,Erode,Kodumudi,Punjaikolanalli(Punjaik,Periyakolanalli Pz,11.1744000,77.8567000,Bore Well,1.76
"",,,olanalli (B),,,,,
Tamil Nadu,Erode,Modakkuruchi,Aval Poondurai,Avalpundurai,11.2333000,77.7208000,Bore Well,1.95
Tamil Nadu,Erode,Modakkuruchi,Elumathur(Elumathur,Elmattur,11.1944000,77.7792000,Dug Well,2.05
"",,,(B),,,,,
Tamil Nadu,Erode,Modakkuruchi,Punjai Kalamangalam,Uthandipalayam,11.2464000,77.8361000,Dug Well,2.30
Tamil Nadu,Erode,Modakkuruchi,Vadugapatti(Vadugapa,Archalur,11.1625000,77.7000000,Dug Well,4.80
"",,,tti (B),,,,,
Tamil Nadu,Erode,Nambiyur,Ozhalakkoil,Malaiyapalayam Pz,11.2903000,77.3306000,Bore Well,2.40
Tamil Nadu,Erode,Perundurai,Karumandisellipalayam,Perundurai1,11.2792000,77.5847000,Dug Well,13.25
Tamil Nadu,Erode,Perundurai,Pandiyampalayam(Pan,Pandiyampalayam Pz,11.3983000,77.5175000,Bore Well,8.90
"",,,diyampalayam -B),,,,,
Tamil Nadu,Erode,Perundurai,Pethampalayam -B,Nasiyanur,11.3361000,77.5861000,Dug Well,2.40
Tamil Nadu,Erode,Perundurai,Ponmudi,Ponmudi,11.2608000,77.5303000,Dug Well,21.60
Tamil Nadu,Erode,Sathiyamangalam,Indiampalayam,Indiampalayam,11.4500000,77.2694000,Dug Well,2.78
Tamil Nadu,Erode,Sathiyamangalam,Kavilipalayam,Kavilipalayam Pz,11.3792000,77.2278000,Bore Well,2.55
Tamil Nadu,Erode,Sathiyamangalam,Nambiyur(Nambiyur B),Nambiyur,11.3606000,77.3208000,Dug Well,3.15
Tamil Nadu,Erode,Sathiyamangalam,Pazhayakalaiyanur,Ariyappanpalayam Pz,11.4756000,77.2542000,Bore Well,4.80
Tamil Nadu,Erode,Sathiyamangalam,Rangasamudram,Sathiyamangalam,11.5028000,77.2472000,Dug Well,8.15
STATE/UT,DISTRICT,TEHSIL/BLOCK,VILLAGE NAME,SITE NAME,LATITUDE,LONGITUDE,WELL SITE TYPE,WATER
"",,NAME,,,,,,LEVEL
"",,,,,,,,(mbgl)
Tamil Nadu,Erode,Sathiyamangalam,Rangasamudram,Sathyamangalam1,11.4972000,77.2361000,Bore Well,7.80
Tamil Nadu,Erode,Talavadi,Guttiyalaitur,Rajanagaram,11.5472000,77.1417000,Dug Well,8.51
Tamil Nadu,Erode,Talavadi,Haasanur,Asanur Pz,11.6739000,77.1289000,Bore Well,14.30
Tamil Nadu,Erode,Talavadi,Ikkarai Thathapalli,Murukkandurai,11.4833000,77.1500000,Dug Well,2.05
"",,,,(Bhavanisagar),,,,
Tamil Nadu,Erode,Talavadi,Ikkarai Thathapalli,Velliyampalayamput,11.4886000,77.1564000,Dug Well,7.10
"",,,,hur,,,,
Tamil Nadu,Erode,Talavadi,Ikkarai Thathapalli,Velliyampalayamput,11.4886000,77.1564000,Bore Well,6.25
"",,,,hur Pz,,,,
Tamil Nadu,Erode,Talavadi,Rajannagar,Puduvadavalli,11.5417000,77.1761000,Dug Well,14.30
Tamil Nadu,Erode,Talavadi,Rajannagar,Rajan Nagar Pz,11.5289000,77.1422000,Bore Well,7.30
Tamil Nadu,Erode,Talavadi,Thalavadi,Talavadi New,11.7756000,77.0231000,Dug Well,1.80
Tamil Nadu,Erode,Thookanaickenpalay,Alukuli,Alukuli Pz,11.4481000,77.3578000,Bore Well,5.30
"",,am,,,,,,
Tamil Nadu,Erode,Thookanaickenpalay,Arakkankottai,Arakkan,11.4969000,77.3431000,Dug Well,2.68
"",,am,,Kottai(Modur,,,,
"",,,,Diversion Pirivu),,,,
Tamil Nadu,Erode,Thookanaickenpalay,Nanjai,Bangalapudhur,11.5042000,77.4083000,Dug Well,10.17
"",,am,Thuraiyampalayam,,,,,
Tamil Nadu,Erode,Thookanaickenpalay,Punjai,Punjaiduraiampalaya,11.5131000,77.4233000,Dug Well,3.07
"",,am,Thuraiyampalayam,m,,,,
Tamil Nadu,Erode,Thookanaickenpalay,Thadapalli Gramam,Kasipalayam (E),11.4556000,77.3394000,Dug Well,3.90
"",,am,,,,,,
Tamil Nadu,Erode,Thookanaickenpalay,Veerapandi,Gobichettipalayam1,11.4583000,77.4458000,Dug Well,2.31
"",,am,,,,,,
Tamil Nadu,Erode,Uthukuli,Moongilpalayam,Vijayamangalam1,11.2417000,77.5042000,Dug Well,12.25
Tamil Nadu,Kallakurichchi,Chinnasalem,Kachirayapalaiyam,Kacharapalayam,11.7672000,78.8700000,Dug Well,4.50
Tamil Nadu,Kallakurichchi,Chinnasalem,Takarai,Kallakurichi2,11.7361000,78.8500000,Dug Well,3.13
Tamil Nadu,Kallakurichchi,Kallakurichi,Indali,Indili Dw,11.6803000,78.9192000,Dug Well,5.45
Tamil Nadu,Kallakurichchi,Kallakurichi,Indali,Ulagamkathan,11.6953000,78.9347000,Dug Well,5.25
"",,,,Thimmiya Nagar,,,,
Tamil Nadu,Kallakurichchi,Kallakurichi,Kallakurichi,Kallakurichi1,11.7417000,78.9667000,Bore Well,3.00
STATE/UT,DISTRICT,TEHSIL/BLOCK,VILLAGE NAME,SITE NAME,LATITUDE,LONGITUDE,WELL SITE TYPE,WATER
"",,NAME,,,,,,LEVEL
"",,,,,,,,(mbgl)
Tamil Nadu,Kallakurichchi,Kallakurichi,Siruvathur,Chinnasalem1,11.6250000,78.9500000,Dug Well,0.63
Tamil Nadu,Kallakurichchi,Kallakurichi,Thachur,Alathur,11.7056000,78.9700000,Dug Well,3.35
Tamil Nadu,Kallakurichchi,Kalrayan Hills,Mundiyur,Omalur,11.7458000,78.7458000,Dug Well,4.80
Tamil Nadu,Kallakurichchi,Mugaiyur,Putthagaram,Sadaikattuattipattu,11.9986000,79.1658000,Dug Well,9.10
"",,,,Dw,,,,
Tamil Nadu,Kallakurichchi,Mugaiyur,Thirukoilur (North),Tirukkoilur1,11.9583000,79.2167000,Dug Well,2.20
Tamil Nadu,Kallakurichchi,Rishivandiyam,Rishivanthiyam,Rishivandiyam,11.8000000,79.0917000,Dug Well,2.52
Tamil Nadu,Kallakurichchi,Sankarapuram,Kattuvannanchur,Sankarapuram,11.8833000,78.9167000,Dug Well,4.00
Tamil Nadu,Kallakurichchi,Sankarapuram,Kattuvannanchur,Sankarapuram1,11.8833000,78.9167000,Bore Well,1.85
Tamil Nadu,Kallakurichchi,Sankarapuram,Vadachettiyanthal,Vadasemapalayam,11.8592000,78.9314000,Dug Well,3.97
Tamil Nadu,Kallakurichchi,Thiyagadurgam,Periyamampattu,Tyagadurgam,11.7306000,79.0917000,Bore Well,2.13
Tamil Nadu,Kallakurichchi,Thiyagadurgam,Thimmalai,Timmalai Pz,11.7292000,79.1194000,Bore Well,1.44
Tamil Nadu,Kallakurichchi,Thiyagadurgam,Vazhavandhankuppam,Vazhavanthan,11.7219000,79.1289000,Dug Well,3.25
"",,,,Kuppam,,,,
Tamil Nadu,Kallakurichchi,Thiyagadurgam,Vilakkur,Tyagadurgam1,11.7200000,79.0778000,Dug Well,3.90
Tamil Nadu,Kallakurichchi,Tirukoilur,Kottakam,Mambazhapattu,11.9750000,79.1333000,Dug Well,4.00
Tamil Nadu,Kallakurichchi,Tirukoilur,Mudiyanoor,Rajampalayam Dw,11.9458000,79.1378000,Dug Well,6.70
Tamil Nadu,Kallakurichchi,Tirunavalur,Senkurichi,Vellaiuyur Dw,11.7042000,79.3317000,Dug Well,2.65
Tamil Nadu,Kallakurichchi,Tirunavalur,Ulunthoor,Ulundurpet2,11.6875000,79.3000000,Dug Well,1.70
Tamil Nadu,Kallakurichchi,Ulundurpet,A.Kurumpoor,Ulundurpet1,11.6611000,79.2944000,Bore Well,4.73
Tamil Nadu,Kallakurichchi,Ulundurpet,Aasanur,Asanur,11.6250000,79.1944000,Dug Well,3.20
Tamil Nadu,Kallakurichchi,Ulundurpet,Pidagam,Pidagam,11.7167000,79.1792000,Dug Well,2.00
Tamil Nadu,Kancheepuram,Kancheepuram,Kilkathirpur,Salavathi,12.8347000,79.6722000,Dug Well,1.75
Tamil Nadu,Kancheepuram,Kancheepuram,Vishnu Kanchi - A,Kancheepuram,12.8333000,79.7083000,Dug Well,6.50
Tamil Nadu,Kancheepuram,Kundrathur,Kerukampakkam,Gerugambakkam,13.0153000,80.1367000,Dug Well,2.50
"",,,,Periurban,,,,
Tamil Nadu,Kancheepuram,Kundrathur,Maganiyam,Paddapai,12.9125000,80.0125000,Bore Well,3.70
Tamil Nadu,Kancheepuram,Kundrathur,Manimangalam A,Manimangalam,12.9275000,80.0428000,Dug Well,2.50
Tamil Nadu,Kancheepuram,Kundrathur,Manimangalam A,Manimangalam Ow,12.9275000,80.0428000,Bore Well,2.50
Tamil Nadu,Kancheepuram,Poonamallee,Mangadu -A,Mangadu,13.0247000,80.1089000,Dug Well,3.40
STATE/UT,DISTRICT,TEHSIL/BLOCK,VILLAGE NAME,SITE NAME,LATITUDE,LONGITUDE,WELL SITE TYPE,WATER
"",,NAME,,,,,,LEVEL
"",,,,,,,,(mbgl)
Tamil Nadu,Kancheepuram,Poonamallee,Sirukalathur,Kundathur Periurban,13.0019000,80.0694000,Dug Well,6.20
Tamil Nadu,Kancheepuram,Sriperumbudur,Panruti B(Bunrutti A),Panruti Kandigai,12.8506000,79.9119000,Bore Well,6.20
Tamil Nadu,Kancheepuram,Sriperumbudur,Pondur B,Vellore,12.9333000,79.9333000,Dug Well,3.35
Tamil Nadu,Kancheepuram,Sriperumbudur,Sriperumbudur,Sriperumbudur,12.9667000,79.9500000,Dug Well,3.40
"",,,A(Sriperumbudur B)),,,,,
Tamil Nadu,Kancheepuram,Uthiramerur,Rettai Mangalam,Rettamangalam,12.6333000,79.8333000,Bore Well,2.60
Tamil Nadu,Kancheepuram,Uthiramerur,Thandari,Tirukalukundram,12.6083000,79.6667000,Dug Well,3.50
Tamil Nadu,Kancheepuram,Uthiramerur,Utthiramerur,Uthiramerur1,12.6333000,79.7639000,Bore Well,2.10
Tamil Nadu,Kancheepuram,Uthiramerur,Vedapalayam,Uthiramerur2,12.6083000,79.7375000,Dug Well,3.40
Tamil Nadu,Kancheepuram,Walajabad,Angampakkam,Walajabad,12.7750000,79.8250000,Dug Well,3.20
Tamil Nadu,Kanniyakumari,Agasteeswaram,Kanniyakumari,Kanyakumari1,8.0833300,77.5500000,Dug Well,3.67
Tamil Nadu,Kanniyakumari,Agasteeswaram,Kanniyakumari,Kundal(West) Pz,8.1027800,77.5439000,Bore Well,3.56
Tamil Nadu,Kanniyakumari,Killiyoor,Mathicode,Vellaivilai,8.2222200,77.2583000,Dug Well,9.48
Tamil Nadu,Kanniyakumari,Kurunthancode,Colachel A,Kolachal,8.1777800,77.2625000,Dug Well,11.96
Tamil Nadu,Kanniyakumari,Kurunthancode,Thingalnagar,Chettiarmadam Dw,8.1916700,77.2953000,Dug Well,13.24
Tamil Nadu,Kanniyakumari,Kurunthancode,Villukkuri A,Villukuri,8.2250000,77.3583000,Dug Well,5.56
Tamil Nadu,Kanniyakumari,Munchirai,Nalloor,Marthandam,8.3097200,77.2142000,Dug Well,9.10
Tamil Nadu,Kanniyakumari,Munchirai,Nalloor,Marthandam Pz,8.3097200,77.2142000,Bore Well,15.14
Tamil Nadu,Kanniyakumari,Rajakkamangalam,Rajakkamangalam,Rajakamangalam,8.1319400,77.3667000,Bore Well,4.38
Tamil Nadu,Kanniyakumari,Rajakkamangalam,Vadiveeswaram East,Nagarkoil1,8.1666700,77.4500000,Dug Well,2.08
"",,,Village,,,,,
Tamil Nadu,Kanniyakumari,Thiruvattar,Aruvikarai,Kulasekharan Dw,8.3522200,77.2858000,Dug Well,6.95
Tamil Nadu,Kanniyakumari,Thiruvattar,Attoor,Attur,8.3250000,77.2583000,Dug Well,5.70
Tamil Nadu,Kanniyakumari,Thiruvattar,Valvachagoastam A,Kattudurai Dw,8.2838900,77.2719000,Dug Well,6.57
Tamil Nadu,Kanniyakumari,Thovalai,Aralvoimozhy South,Aralvaimozhi,8.2500000,77.5167000,Dug Well,4.74
Tamil Nadu,Kanniyakumari,Thovalai,Thazhakudy,Boothapandy,8.2583300,77.4528000,Dug Well,5.08
Tamil Nadu,Kanniyakumari,Thuckalay,Muthalakuruchi,Thakkalai1,8.2486100,77.3083000,Bore Well,6.45
Tamil Nadu,Karur,Aravakurichi,Aravakurichi,Aravakurichi2,10.7750000,77.9250000,Dug Well,7.50
STATE/UT,DISTRICT,TEHSIL/BLOCK,VILLAGE NAME,SITE NAME,LATITUDE,LONGITUDE,WELL SITE TYPE,WATER
"",,NAME,,,,,,LEVEL
"",,,,,,,,(mbgl)
Tamil Nadu,Karur,Aravakurichi,Modakkur West,Kovilur,10.7603000,77.8289000,Bore Well,1.10
Tamil Nadu,Karur,K.Paramathi,K.Paramathi,Paramatti1,10.9667000,77.9125000,Dug Well,1.85
Tamil Nadu,Karur,K.Paramathi,Sudamani,Chinna Dharapuram,10.8667000,77.9000000,Dug Well,3.65
Tamil Nadu,Karur,Kadavur,Varavanai,Veerapalayam Dw,10.7789000,78.1975000,Dug Well,7.15
Tamil Nadu,Karur,Karur,Karur,Karur2,10.9583000,78.0833000,Dug Well,3.55
Tamil Nadu,Karur,Krishnarayapuram,Chithalavai,Melnagavaram Dw,10.8767000,78.2219000,Dug Well,2.43
Tamil Nadu,Karur,Krishnarayapuram,Thirukampuliyur,Mayanur,10.9417000,78.2417000,Dug Well,6.85
Tamil Nadu,Karur,Kulithalai,Inungur,Enuguru Dw,10.8547000,78.4878000,Dug Well,5.72
Tamil Nadu,Karur,Kulithalai,Nangavaram(N)-I,Allur-Agragaram Dw,10.8661000,78.5472000,Dug Well,2.92
Tamil Nadu,Karur,Thanthoni,Jegadabi,Jagatabi,10.8417000,78.1667000,Dug Well,3.40
Tamil Nadu,Karur,Thanthoni,Velliyanai North,Vellianani,10.8667000,78.1333000,Dug Well,5.88
Tamil Nadu,Karur,Thogamalai,Thogamalai,Thogamalai,10.7292000,78.4250000,Dug Well,2.76
Tamil Nadu,Krishnagiri,Bargur,Jambukuttappatti,Konnanur,12.3328000,78.3503000,Dug Well,2.23
Tamil Nadu,Krishnagiri,Bargur,Mahadevagollahalli,Mahadeva Gollahalli,12.4025000,78.3436000,Dug Well,4.75
Tamil Nadu,Krishnagiri,Hosur,Muthganapalli,Machinayampalli,12.6156000,77.7844000,Dug Well,1.85
Tamil Nadu,Krishnagiri,Kaveripattanam,Pennaswaramatam(Pe,Panneswara Madam,12.3917000,78.2469000,Dug Well,6.25
"",,,nnaswaramatam - 2),,,,,
Tamil Nadu,Krishnagiri,Kaveripattanam,Tatarahalli,Tattarhalli,12.3408000,78.2458000,Dug Well,3.83
Tamil Nadu,Krishnagiri,Kelamangalam,Bodichipalli,Anusonai,12.5667000,77.9000000,Dug Well,4.35
Tamil Nadu,Krishnagiri,Kelamangalam,Nagamangalam,Nagathunai,12.5639000,77.9128000,Dug Well,2.30
Tamil Nadu,Krishnagiri,Krishnagiri,Errahalli(Arrahalli - 2),Karukkanchavadi,12.4083000,78.2083000,Dug Well,3.13
Tamil Nadu,Krishnagiri,Krishnagiri,Guruvinayanapalli,Guruvinayanpalli,12.6500000,78.3292000,Dug Well,4.50
Tamil Nadu,Krishnagiri,Krishnagiri,Mittahalli(Mettahalli -,Machinkanakottai,12.4131000,78.1708000,Dug Well,2.25
"",,,2),,,,,
Tamil Nadu,Krishnagiri,Mathur,Batrahalli,Mattur,12.3833000,78.4139000,Dug Well,7.50
Tamil Nadu,Krishnagiri,Mathur,Batrahalli,Mattur2,12.3833000,78.4167000,Bore Well,5.78
Tamil Nadu,Krishnagiri,Shoolagiri,Bodichipalli,Virupakshinagar,12.5933000,77.8681000,Dug Well,2.65
STATE/UT,DISTRICT,TEHSIL/BLOCK,VILLAGE NAME,SITE NAME LATITUDE,,LONGITUDE,WELL SITE TYPE,WATER
"",,NAME,,,,,,LEVEL
"",,,,,,,,(mbgl)
Tamil Nadu,Krishnagiri,Shoolagiri,Shoolagiri(Shoolagiri,Sulagiri 12.6667000,,78.0250000,Dug Well,8.28
"",,,(T)),,,,,
Tamil Nadu,Krishnagiri,Thally,Noganoor,Denkanikottai1 12.5250000,,77.7833000,Dug Well,5.15
Tamil Nadu,Krishnagiri,Uthangarai,Karappattu,Vanambli 12.3475000,,78.5550000,Dug Well,5.50
Tamil Nadu,Krishnagiri,Uthangarai,Venkadattanpatti,Uttangarai 12.2667000,,78.5292000,Dug Well,2.55
Tamil Nadu,Madurai,Alanganallur,Alanganallur,Alanganallur 10.0500000,,78.0967000,Bore Well,6.11
Tamil Nadu,Madurai,Chellampatti,A.Kokkulam,Chekkanoorani 9.9413900,,77.9681000,Dug Well,6.20
Tamil Nadu,Madurai,Madurai East,Thirumohur,Thirumogur 9.9511100,,78.2072000,Dug Well,2.28
Tamil Nadu,Madurai,Madurai West,Kadavur,Kadavoor 10.0792000,,78.1750000,Dug Well,3.57
Tamil Nadu,Madurai,Madurai West,Poikairaipatti,Kallandri1 10.0458000,,78.2000000,Bore Well,1.97
Tamil Nadu,Madurai,Madurai West,Thiruppalai(Kannanend,Thirupallai 9.9869400,,78.1389000,Dug Well,2.30
"",,,al),,,,,
Tamil Nadu,Madurai,Melur,Melur,Melur1 10.0306000,,78.3333000,Bore Well,2.85
"",,,Town(Karuthapuliyamp,,,,,
"",,,atti),,,,,
Tamil Nadu,Madurai,Melur,Melur,Meluru New 10.0333000,,78.3444000,Dug Well,2.80
"",,,Town(Karuthapuliyamp,,,,,
"",,,atti),,,,,
Tamil Nadu,Madurai,Sedapatti,Saptur,Sedapatti 9.7500000,,77.6750000,Bore Well,4.09
Tamil Nadu,Madurai,T.Kallupatty,Kenchampatti Bit,Kolluveeranpatti 9.7069400,,77.8856000,Dug Well,4.67
"",,,1(Kenchampatti Bit 2),,,,,
Tamil Nadu,Madurai,Thirumangalam,K.Puliyankulam,M.K.University 9.9408300,,78.0006000,Dug Well,4.63
Tamil Nadu,Madurai,Thirumangalam,Thirumangalam(Jari,Thirumangalam New 9.8166700,,77.9792000,Dug Well,6.16
"",,,Sengulam),,,,,
Tamil Nadu,Madurai,Thirupparankundra,Arappalayam(Kochadai,Madurai New College 9.9188900,,78.1119000,Dug Well,12.02
"",,m,),House,,,,
Tamil Nadu,Madurai,Thirupparankundra,Arappalayam(Kochadai,Madurai Rly Colony 9.9272200,,78.1036000,Dug Well,9.30
"",,m,),,,,,
Tamil Nadu,Madurai,Thirupparankundra,Eliyarpathi,Eliyarpathi 9.7969400,,78.0933000,Dug Well,6.08
STATE/UT,DISTRICT,TEHSIL/BLOCK,VILLAGE NAME,SITE NAME,LATITUDE,LONGITUDE,WELL SITE TYPE,WATER
"",,NAME,,,,,,LEVEL
"",,,,,,,,(mbgl)
Tamil Nadu,Madurai,Thirupparankundra,Melamadai Bit 2,Melamadai,9.9347200,78.1689000,Dug Well,3.65
"",,m,,,,,,
Tamil Nadu,Madurai,Thirupparankundra,Puliyankulam,M.Puliyankulam,9.8844400,78.1825000,Dug Well,3.53
"",,m,,,,,,
Tamil Nadu,Madurai,Thirupparankundra,Valayankulam,Valayankulam,9.8041700,78.0917000,Dug Well,3.55
"",,m,,,,,,
